PUMFID;CERTLEVP;REG_INST;REG_RESP;PGMCIPAP;PGM_P034;PGM_P036;PGM_P100;PGM_P111;PGM_280A;PGM_280B;PGM_280C;PGM_280D;PGM_280E;PGM_280F;PGM_290;PGM_350;PGM_380;PGM_P401;PGM_410;PGM_415;PGM_430;COV_010;COV_070;COV_080;EDU_010;EDU_P020;HLOSINTP;STL_010;STL_020;STULOANS;STL_030;OWESLGD;OWEGVIN;STL_080;STL_100A;STL_100B;STL_100C;STL_100D;STL_130;STL_150;STL_160B;STL_160C;STL_160D;STL_160E;STL_160F;STL_160G;STL_160H;STL_160I;STL_160J;STL_160L;STLP160N;SRCFUND;STL_170A;STL_170B;STL_170C;STL_170D;STL_170E;STL_170F;STL_170G;STL_170H;STL_170I;STL_170J;STL_170L;STLP170N;RESPP;STL_190;DBTOTGRD;DBTALGRD;DBTOTINT;DBTALINT;SCHOLARP;LMA_010;LFSTATP;LMA2_07;LMA3_P01;LFCINDP;LFCOCCP;LFWFTPTP;LMA6_05;LMA6_08;JOBQLEVP;JOBQLGRD;JOBQLINT;LMA6_11;LMA6_12;LMA6_13A;LMA6_13B;LMA6_13C;JOBINCP;LMA6_15;AFT_P010;AFT_P020;AFT_P040;AFT_050;AFT_070;AFT_080;AFT_090;BEF_P140;BEF_160;PREVLEVP;HLOSGRDP;PAR1GRD;PAR1INT;PAR2GRD;PAR2INT;GRADAGEP;GENDER2;MS_P01;MS_P02;CTZSHIPP;VISBMINP;PERSINCP;DDIS_FL;WTPF;VERDATE
59192;2;4;4;5;1;6;2;6;2;2;1;2;2;2;1;1;2;2;4;6;2;2;1;2;2;6;2;1;1;1;96;2;0;2;6;6;6;1;6;2;2;1;1;1;1;2;1;2;2;2;2;3;2;6;2;2;1;1;6;2;6;6;6;6;6;1;3;4;0;0;3;2;1;2;1;3;5;1;1;4;2;2;2;3;1;2;3;2;3;1;6;6;6;6;6;6;6;3;6;6;2;1;1;1;1;2;2;2;2;1;1;3;1;11.4904;15MAY2024
59194;3;2;2;9;1;6;2;6;2;2;2;2;2;1;1;2;2;1;4;1;1;1;1;2;2;6;3;1;1;1;96;3;3;2;6;6;6;1;2;2;2;1;1;2;1;2;1;2;2;2;2;3;1;6;2;2;6;1;6;2;6;6;6;6;6;2;6;3;6;3;6;2;1;2;1;4;3;1;1;7;9;1;1;3;2;1;1;1;3;1;6;6;6;6;6;6;6;3;4;2;3;1;1;1;1;2;1;2;2;1;2;3;2;15.4709;15MAY2024
59196;3;4;4;4;1;6;2;6;2;2;2;2;2;1;1;2;2;1;9;3;2;6;1;2;1;1;3;1;1;1;96;4;4;2;6;6;6;1;5;2;2;2;2;2;2;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;4;6;4;6;2;2;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;1;4;1;1;2;4;1;5;6;3;3;2;2;1;1;3;2;1;1;2;2;1;2;10.32;15MAY2024
59198;2;1;4;8;1;6;2;6;2;2;2;2;2;1;1;2;2;1;2;1;2;6;2;1;2;6;2;2;6;2;4;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;1;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;1;3;3;3;3;6;2;1;2;1;1;10;1;1;1;2;2;3;2;2;2;3;2;2;2;4;1;1;1;1;6;3;3;3;2;2;3;3;3;3;1;2;2;2;9;1;2;1;10.0341;15MAY2024
59201;3;4;4;6;1;6;2;6;2;2;2;2;2;1;1;1;1;1;2;3;1;1;1;1;2;6;3;1;1;1;96;0;0;6;6;6;6;6;6;2;1;1;2;1;1;1;1;2;2;2;2;3;2;1;2;6;2;2;2;1;6;6;6;6;3;2;6;0;6;0;3;2;1;2;1;3;5;1;1;2;3;1;1;3;2;1;1;1;5;2;4;1;1;1;1;6;1;1;6;2;3;1;1;1;1;3;2;1;2;1;2;5;2;10.7237;15MAY2024
59202;3;3;3;8;1;6;2;6;2;2;2;2;2;1;1;2;2;1;1;3;2;2;1;1;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;4;3;1;1;2;2;1;1;3;2;2;2;1;5;2;2;2;1;1;1;6;3;1;6;2;3;1;1;1;1;2;1;2;2;1;2;5;1;13.8348;15MAY2024
59203;3;4;4;5;1;6;2;6;2;2;2;2;2;1;1;2;2;1;2;1;1;2;5;1;2;6;3;2;6;2;3;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;3;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;3;1;1;1;1;6;1;3;4;3;3;3;3;1;1;2;2;1;1;3;1;3;2;10.115;15MAY2024
59205;2;4;4;4;1;6;2;6;2;2;2;2;2;1;2;2;2;3;2;5;2;2;2;1;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;1;2;1;2;2;3;2;6;6;6;6;1;6;1;6;2;6;6;6;2;6;6;6;6;6;2;1;1;1;7;5;1;1;1;2;1;1;2;1;2;3;2;2;2;4;3;1;1;2;2;1;3;3;6;2;2;2;2;2;1;2;2;2;1;2;99;1;10.4806;15MAY2024
59206;2;4;4;8;1;6;2;6;2;1;2;2;2;2;1;2;2;1;1;3;1;2;1;2;2;6;2;1;1;1;96;2;2;2;6;6;6;1;3;2;2;2;2;2;1;2;2;1;2;2;2;3;1;6;6;6;6;1;6;6;2;6;6;6;6;6;2;3;1;3;6;2;1;2;1;1;3;1;1;7;0;1;1;1;2;2;2;2;4;1;6;6;6;6;6;6;6;1;5;9;2;1;1;1;1;3;1;1;1;1;2;4;2;11.2056;15MAY2024
59207;3;3;4;4;1;6;1;1;2;2;2;2;2;1;1;2;2;1;8;1;1;2;1;1;2;6;3;1;1;1;96;0;0;6;6;6;6;6;6;2;2;1;2;1;1;2;1;2;2;1;2;3;2;6;2;6;2;1;6;1;6;6;2;6;6;1;4;4;4;4;1;2;1;1;1;3;3;1;1;1;3;2;2;2;2;1;3;4;5;2;3;2;1;1;1;6;2;3;1;6;3;1;1;1;1;1;2;2;2;2;1;5;2;15.0318;15MAY2024
59210;3;2;2;10;1;6;1;2;2;2;2;2;2;1;1;1;1;1;4;2;1;6;1;1;2;6;3;9;9;9;99;9;9;9;9;9;9;9;9;9;2;2;2;1;1;2;1;1;2;2;2;3;2;6;6;6;1;1;6;2;2;6;6;6;6;2;2;9;0;9;3;2;1;2;1;1;7;1;1;1;3;1;1;1;2;2;3;2;4;2;1;1;1;2;1;6;3;1;6;2;3;1;1;1;1;3;2;1;2;1;2;3;2;10.8853;15MAY2024
59211;2;4;4;5;1;6;1;2;2;2;2;2;2;1;1;2;2;2;3;3;1;6;1;2;2;6;2;1;1;1;96;3;0;2;2;2;1;6;6;2;1;2;2;2;1;2;2;2;2;2;2;3;1;2;6;6;6;1;6;6;6;6;6;6;2;6;6;3;6;0;6;2;1;2;1;4;2;1;1;3;2;2;2;1;2;2;2;1;4;1;6;6;6;6;6;6;6;3;3;6;2;2;2;1;1;1;2;2;2;2;1;4;2;11.4904;15MAY2024
59213;2;4;4;6;1;6;2;6;2;2;2;2;2;1;1;1;2;3;2;1;1;1;1;2;2;6;2;1;1;1;96;4;2;2;6;6;6;1;2;2;1;1;2;2;2;2;2;2;2;2;2;3;1;2;1;6;6;6;6;6;6;6;6;6;3;6;6;4;6;2;6;2;1;1;1;1;3;1;1;2;2;2;2;1;2;1;1;2;4;2;3;2;1;1;2;2;1;3;1;6;2;1;1;1;1;1;2;1;2;1;2;99;1;14.4196;15MAY2024
59214;3;2;2;6;2;5;2;6;2;2;2;2;2;1;2;2;2;2;3;1;1;2;1;2;1;2;3;1;1;1;96;2;2;1;6;6;6;1;3;2;1;1;2;1;1;2;2;1;2;2;2;3;2;1;2;6;2;1;6;6;2;6;6;6;4;6;2;3;0;2;4;1;1;2;1;7;4;1;2;3;2;1;1;1;1;2;2;2;3;1;6;6;6;6;6;6;6;3;1;1;3;1;1;1;1;1;1;1;2;1;2;99;2;10.569;15MAY2024
59215;2;1;1;6;1;6;1;1;2;2;2;2;2;1;1;2;2;1;3;3;1;6;2;1;1;1;2;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;1;1;1;2;2;2;2;2;2;3;2;1;6;2;2;1;6;6;6;6;6;6;4;6;6;6;6;6;1;2;1;2;1;4;3;1;2;7;2;2;2;1;2;2;4;3;2;2;4;2;1;1;2;1;3;3;2;6;2;2;2;1;1;1;2;2;2;1;2;1;2;10.3922;15MAY2024
59216;1;2;2;10;1;6;1;2;2;2;2;2;2;1;1;1;2;1;1;3;1;2;2;2;2;6;1;2;6;2;4;6;6;6;6;6;6;6;6;6;1;2;2;2;1;2;1;2;2;2;2;3;2;1;6;6;6;1;6;2;6;6;6;6;3;2;6;6;6;6;6;2;1;2;1;3;5;1;1;1;1;2;2;1;2;2;2;1;3;1;6;6;6;6;6;6;6;3;4;6;1;2;2;1;1;1;2;1;2;1;2;3;2;32.4171;15MAY2024
59217;1;2;2;5;1;6;1;2;2;2;2;2;2;1;2;1;2;1;2;1;1;6;1;2;2;6;1;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;2;1;7;2;1;1;8;1;2;2;1;2;2;3;1;2;1;6;6;6;6;6;6;6;4;3;9;1;3;3;1;1;4;2;2;1;2;2;3;1;20.3555;15MAY2024
59219;1;3;3;10;1;6;2;6;2;2;2;2;2;1;2;1;2;2;9;1;2;1;4;2;2;6;1;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;2;1;6;7;1;1;8;0;1;1;3;2;1;1;1;2;2;3;2;1;2;1;6;2;2;3;6;1;2;2;2;2;1;2;2;2;1;2;1;2;142.5968;15MAY2024
59220;2;3;3;4;1;6;2;6;2;2;2;2;2;1;1;1;2;2;1;3;2;2;4;1;2;6;2;2;6;2;5;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;1;3;3;0;0;6;2;1;2;1;2;2;1;2;4;1;1;1;3;1;4;3;4;3;2;4;3;1;1;9;9;3;3;5;6;2;2;2;2;2;1;2;2;2;1;2;3;1;89.2139;15MAY2024
59222;2;1;1;9;1;6;1;2;2;2;2;2;2;1;1;1;2;1;6;3;2;2;1;2;2;6;2;1;1;1;96;3;3;2;6;6;6;1;3;1;2;1;1;2;2;2;2;1;2;2;2;3;1;6;2;2;6;6;6;6;1;6;6;6;6;6;3;4;0;3;6;2;1;1;1;7;4;1;2;3;2;2;2;1;2;2;2;2;4;1;6;6;6;6;6;6;6;1;5;6;2;3;3;3;3;1;1;2;2;1;2;4;2;11.1996;15MAY2024
59223;2;1;1;4;1;6;2;6;2;1;2;1;2;2;1;1;2;2;1;3;2;2;2;2;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;1;1;1;2;1;2;2;2;1;3;2;6;6;2;1;1;6;2;6;6;6;9;6;2;6;6;6;6;3;2;1;2;1;5;5;1;2;3;2;2;2;1;2;1;4;4;2;1;6;6;6;6;6;6;6;3;5;6;2;1;1;1;1;1;1;2;2;1;2;2;1;11.0999;15MAY2024
59225;2;4;4;4;1;6;2;6;2;2;2;2;2;1;2;1;2;1;2;1;1;1;3;1;2;6;2;9;9;9;99;9;9;9;9;9;9;9;9;9;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;9;6;9;6;2;1;2;1;3;10;9;1;1;0;1;1;3;1;9;3;1;99;2;1;2;1;1;2;2;2;3;6;2;2;3;3;9;9;1;1;2;2;1;2;99;1;10.5646;15MAY2024
59226;1;1;1;8;1;6;1;2;2;2;2;2;2;1;2;2;2;1;2;3;1;2;1;2;1;1;1;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;1;2;2;2;1;2;2;2;2;3;2;1;6;2;6;6;6;1;6;6;6;6;1;2;6;6;6;6;6;2;2;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;3;2;1;1;2;1;3;3;2;6;1;1;1;1;1;1;1;2;2;1;2;1;2;10.4888;15MAY2024
59227;2;4;4;5;1;6;1;2;2;2;2;2;2;1;2;1;2;2;3;3;1;2;1;2;2;6;2;2;6;2;2;6;6;6;6;6;6;6;6;6;2;1;2;2;2;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;2;1;7;5;1;1;1;2;2;2;1;2;1;1;1;4;2;1;2;1;1;1;6;1;2;6;1;2;1;1;1;1;4;2;1;1;1;2;4;1;10.9843;15MAY2024
59228;1;2;2;8;1;6;1;2;2;2;2;2;2;1;1;2;2;1;3;3;1;1;1;2;2;6;1;1;1;1;96;3;3;2;6;6;6;1;5;2;2;2;2;2;1;2;1;2;2;2;2;3;1;6;6;6;6;1;6;2;6;6;6;6;6;2;6;3;6;3;6;2;1;2;1;1;3;1;1;1;1;2;2;1;2;1;2;2;3;2;1;1;1;1;1;6;1;1;3;1;1;3;3;1;1;3;2;2;2;1;2;3;2;29.6647;15MAY2024
59229;2;4;4;5;1;6;2;6;2;2;1;2;2;2;2;2;2;2;2;3;1;2;1;2;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;2;1;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;1;2;4;3;1;6;96;6;6;6;2;6;6;6;6;96;6;0;6;6;6;6;6;6;1;6;3;3;1;1;1;1;4;1;1;2;3;1;99;2;11.0027;15MAY2024
59230;1;4;4;5;1;6;1;2;2;2;2;2;2;1;2;1;2;1;9;3;1;2;1;1;2;6;1;1;1;1;96;1;1;2;1;2;2;6;3;2;2;1;2;2;1;2;2;1;1;2;2;3;1;6;1;6;6;2;6;6;2;2;6;6;6;6;1;2;1;2;6;2;1;2;1;6;2;1;1;1;0;1;1;1;2;1;2;1;2;1;6;6;6;6;6;6;6;1;6;1;1;9;9;9;9;3;2;2;2;2;2;99;1;10.4935;15MAY2024
59234;1;4;4;8;1;6;2;6;2;2;2;2;2;1;1;2;2;1;3;3;1;2;4;1;2;6;1;2;6;2;6;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;1;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;3;3;3;6;2;1;2;1;3;3;1;1;1;0;1;1;1;2;1;2;1;3;2;2;1;1;1;1;6;3;1;4;6;1;3;3;1;1;1;1;2;2;2;1;2;2;27.9336;15MAY2024
59236;1;4;4;9;1;6;1;2;2;2;2;2;2;1;1;1;2;3;9;6;1;6;3;1;1;1;3;1;2;2;96;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;1;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;3;0;0;6;1;1;2;1;7;4;1;1;1;2;2;1;1;2;3;3;2;4;1;6;6;6;6;6;6;6;1;6;2;2;3;3;9;1;2;2;1;2;2;1;4;2;10.9817;15MAY2024
59237;1;4;4;5;1;6;2;6;2;2;2;2;2;1;1;2;2;1;1;1;1;2;2;1;2;6;1;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;2;1;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;9;9;9;9;6;2;1;2;1;2;7;1;1;1;2;1;3;1;2;2;2;1;2;1;6;6;6;6;6;6;6;1;2;2;2;3;3;1;1;1;1;2;2;9;1;2;2;18.8564;15MAY2024
59239;2;4;4;5;1;6;2;6;2;1;2;2;2;2;1;2;2;1;4;1;1;2;1;1;2;6;2;2;6;2;6;6;6;6;6;6;6;6;6;6;2;2;1;1;1;2;1;2;2;2;2;3;2;6;6;2;2;1;6;1;6;6;6;6;6;1;4;4;4;4;2;2;1;2;1;3;5;1;1;8;2;2;2;3;2;3;3;2;3;1;6;6;6;6;6;6;6;3;2;6;2;3;3;2;2;1;2;2;2;1;1;3;1;27.6229;15MAY2024
59240;2;2;2;4;1;6;1;2;2;2;2;2;2;1;1;1;2;2;2;3;2;2;1;2;2;6;2;1;1;1;96;3;3;2;6;6;6;1;3;2;2;2;2;2;1;2;1;1;1;2;2;3;1;6;6;6;6;2;6;1;2;2;6;6;6;2;2;3;1;3;6;2;1;2;1;3;5;1;1;2;2;2;2;1;2;2;4;1;3;2;2;2;1;1;1;6;1;3;2;6;2;2;2;2;2;1;2;2;2;1;2;3;2;58.577;15MAY2024
59241;2;1;4;5;1;6;2;6;2;2;2;2;2;1;1;2;2;1;5;1;2;2;1;1;1;1;2;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;1;1;2;1;2;2;2;2;3;2;2;6;6;2;1;6;1;6;6;6;6;9;1;9;9;0;0;1;2;1;2;1;4;2;1;1;8;2;2;2;1;2;2;5;2;99;1;6;6;6;6;6;6;6;3;4;6;2;2;2;1;1;1;2;2;2;1;2;99;2;10.1468;15MAY2024
59242;3;4;4;5;1;6;1;3;2;2;2;2;2;1;1;1;2;1;2;2;1;2;5;1;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;1;2;1;1;2;2;1;2;3;2;6;6;6;1;6;1;2;6;6;2;6;6;2;6;6;6;6;4;2;2;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;2;2;1;2;2;2;1;3;4;3;3;9;9;9;9;3;2;2;2;3;9;99;2;10.2735;15MAY2024
59245;2;2;2;2;1;6;2;6;2;2;2;2;2;1;2;2;2;3;7;6;1;2;2;1;1;1;2;1;1;1;96;3;3;2;6;6;6;1;3;2;2;2;2;2;2;2;2;2;2;2;1;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;6;3;6;2;1;2;1;6;10;1;1;3;0;1;1;1;2;2;2;2;1;1;6;6;6;6;6;6;6;2;1;6;2;1;1;1;1;4;2;1;1;2;1;1;2;53.6089;15MAY2024
59246;1;4;3;8;1;6;2;6;2;2;2;2;2;1;1;2;2;1;3;1;1;2;3;2;1;1;2;1;1;1;96;3;3;2;6;6;6;1;1;2;2;1;2;2;1;2;2;2;2;2;2;3;1;6;1;6;6;2;6;6;6;6;6;6;6;6;6;3;6;3;6;2;1;2;1;2;3;1;1;1;2;3;2;1;2;2;2;2;99;2;1;4;1;1;1;6;1;1;3;6;1;1;1;2;1;1;1;2;2;1;1;2;2;44.8363;15MAY2024
59249;2;4;4;5;1;6;2;6;2;2;2;2;2;1;1;2;2;3;9;3;1;6;4;2;2;6;2;2;6;2;2;6;6;6;6;6;6;6;6;6;2;2;2;1;1;2;1;2;2;2;2;3;2;6;6;6;2;1;6;1;6;6;6;6;6;1;9;9;9;9;1;2;1;2;1;3;7;1;1;6;2;2;2;2;2;2;2;1;5;1;6;6;6;6;6;6;6;2;1;6;2;2;2;2;2;2;1;2;2;1;2;5;2;16.4424;15MAY2024
59250;2;4;4;9;1;6;2;6;2;2;2;2;1;2;1;1;2;2;3;3;1;2;1;2;1;2;3;2;6;2;2;6;6;6;6;6;6;6;6;6;1;2;2;2;2;2;2;1;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;4;6;4;4;4;4;6;1;1;2;1;7;3;2;2;5;2;2;1;2;2;2;1;4;1;1;6;6;6;6;6;6;6;3;5;6;2;1;1;1;1;1;2;2;2;1;2;1;1;10.7512;15MAY2024
59252;2;4;4;1;1;6;1;2;2;2;2;2;2;1;1;2;2;2;3;2;1;2;1;2;2;6;2;1;1;1;96;4;3;2;6;6;6;1;2;2;1;1;2;1;1;2;1;2;2;2;2;3;1;2;2;6;2;1;6;2;6;6;6;6;2;2;6;4;6;3;1;2;1;2;1;5;5;1;1;2;2;2;2;1;1;4;4;3;3;1;6;6;6;6;6;6;6;3;6;2;2;1;1;1;1;1;2;1;2;1;2;3;1;11.0653;15MAY2024
59253;2;4;4;4;1;6;1;2;2;1;2;1;1;2;1;1;1;1;9;2;1;6;4;1;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;1;1;2;2;2;1;1;2;3;2;1;6;6;1;2;6;6;6;2;2;6;4;6;6;6;6;6;3;2;1;2;1;1;7;1;1;8;0;1;1;2;2;2;2;3;5;2;2;3;1;1;2;4;3;1;4;6;2;3;3;3;3;2;1;2;2;1;2;99;2;17.4488;15MAY2024
59254;3;4;4;5;1;6;2;6;2;2;2;2;2;1;1;2;2;1;3;1;1;2;1;2;2;6;3;1;1;1;96;0;0;6;6;6;6;6;6;2;2;2;2;2;1;2;1;1;1;1;2;3;2;6;6;6;6;2;6;2;1;2;1;6;6;1;1;1;0;0;6;1;1;2;1;5;5;1;1;5;1;1;1;1;2;1;2;2;5;1;6;6;6;6;6;6;6;1;6;2;3;1;1;1;1;4;1;1;1;1;2;5;1;10.6316;15MAY2024
59255;3;1;1;1;2;1;2;6;2;2;2;2;2;1;1;1;2;1;9;1;1;2;1;1;2;6;3;1;1;1;96;2;0;2;6;6;6;1;6;2;2;1;2;1;1;2;2;2;2;2;2;3;1;6;2;6;2;2;6;6;6;6;6;6;6;6;6;2;6;0;1;2;1;2;1;5;5;1;2;2;2;1;1;1;3;1;1;4;4;1;6;6;6;6;6;6;6;1;6;2;3;1;1;1;1;3;1;1;2;1;2;5;2;10.2997;15MAY2024
59256;3;2;2;5;1;6;1;2;2;2;2;2;2;1;1;1;2;1;2;3;2;1;1;1;2;6;3;1;1;1;96;1;0;2;6;6;6;1;6;2;2;2;2;2;1;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;6;0;6;2;1;2;1;6;5;1;1;2;9;1;1;1;1;2;5;2;2;2;1;2;1;1;1;6;1;1;6;2;3;1;1;1;1;2;2;2;2;1;2;2;1;13.588;15MAY2024
59257;1;4;4;2;2;1;2;6;2;2;2;2;2;1;1;2;2;1;3;3;1;2;1;2;2;6;1;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;2;2;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;9;6;6;6;6;6;6;2;1;2;1;2;7;2;1;8;0;1;1;3;2;3;3;3;1;1;6;6;6;6;6;6;6;1;3;6;1;2;2;1;1;1;1;2;2;1;2;1;2;33.1487;15MAY2024
59259;2;4;4;5;1;6;2;6;2;2;2;2;2;1;1;2;2;1;3;1;1;2;1;2;1;1;2;1;1;1;96;3;2;2;6;6;6;1;3;2;2;2;2;2;1;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;6;2;6;2;1;2;1;2;7;1;1;6;0;1;1;1;2;3;3;3;2;1;6;6;6;6;6;6;6;1;6;6;2;2;2;1;1;1;2;2;2;1;2;2;2;17.421;15MAY2024
59260;2;4;4;4;1;6;2;6;2;2;2;2;2;1;1;1;2;1;2;3;1;2;1;2;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;1;1;2;1;2;2;2;2;3;2;6;6;6;2;1;6;1;6;6;6;6;6;2;6;6;6;6;2;2;1;1;1;4;5;1;1;5;2;2;2;1;2;2;2;2;5;1;6;6;6;6;6;6;6;3;6;2;2;2;2;2;2;2;2;2;2;1;2;5;1;10.4449;15MAY2024
59261;2;4;4;4;1;6;1;2;1;1;1;2;2;2;1;1;2;1;5;1;1;2;1;1;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;1;2;2;1;2;2;1;2;3;2;6;6;6;2;6;6;1;6;6;1;6;6;2;6;6;6;6;2;2;1;1;1;1;2;1;1;1;3;3;3;1;2;1;3;2;3;2;3;2;1;1;1;6;1;3;2;6;2;2;2;2;2;1;1;2;2;2;1;3;2;10.393;15MAY2024
59262;3;4;4;5;1;6;2;6;2;2;1;2;2;2;1;2;2;2;1;1;2;2;1;1;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;1;3;3;3;3;6;2;1;2;1;7;2;1;1;1;3;2;2;3;2;1;1;1;99;2;3;2;1;1;1;6;3;5;4;6;3;1;1;1;1;2;2;2;2;9;1;2;1;13.9242;15MAY2024
59263;2;1;1;9;1;6;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;6;2;2;6;2;2;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;1;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;2;2;2;1;1;6;2;1;1;1;7;4;1;1;2;2;2;2;1;2;4;4;1;4;1;6;6;6;6;6;6;6;3;1;6;2;3;3;3;3;1;2;1;2;1;2;4;1;10.1406;15MAY2024
59266;2;3;3;6;1;6;2;6;2;2;2;2;2;1;2;2;2;1;9;6;1;2;1;2;1;1;3;1;1;1;96;0;0;6;6;6;6;6;6;2;2;2;2;2;2;2;2;2;2;2;1;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;6;0;6;2;1;2;1;5;5;1;1;8;2;2;1;2;2;3;3;3;3;2;0;6;6;6;6;6;6;5;1;6;2;1;1;1;1;1;2;2;2;1;9;1;2;74.5716;15MAY2024
59267;3;3;3;9;1;6;1;3;2;2;2;2;2;1;1;2;2;2;4;2;1;1;1;2;1;1;3;1;1;1;96;4;4;2;6;6;6;1;3;2;2;2;2;1;1;2;2;2;2;2;2;3;1;6;6;6;1;2;6;6;6;6;6;6;6;6;6;4;6;4;3;1;1;1;1;5;5;1;2;3;3;2;1;1;2;1;2;4;3;1;6;6;6;6;6;6;6;3;6;2;3;2;1;2;1;3;2;1;1;2;1;2;2;15.542;15MAY2024
59268;2;4;4;2;2;4;2;6;2;2;2;2;2;1;1;1;2;2;9;6;2;2;3;1;1;2;3;1;1;1;96;4;4;2;6;6;6;1;5;2;2;2;1;1;1;1;2;2;2;2;2;3;1;6;6;1;2;2;2;6;6;6;6;6;6;6;6;4;6;4;3;1;1;2;1;3;2;2;2;3;3;3;2;3;2;2;1;2;1;2;2;1;1;1;1;6;3;3;6;6;2;1;1;1;1;2;1;2;2;1;2;2;1;36.0757;15MAY2024
59269;2;2;2;5;1;6;2;6;2;2;2;2;2;1;1;1;2;2;3;3;1;2;1;1;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;4;2;1;1;3;2;2;2;1;2;1;2;1;2;2;1;3;1;1;1;6;2;3;1;6;2;2;2;2;2;1;2;1;1;1;2;2;2;55.5059;15MAY2024
59271;1;2;2;4;1;6;1;2;2;2;2;2;2;1;1;2;2;1;3;3;1;2;1;2;2;6;1;2;6;2;2;6;6;6;6;6;6;6;6;6;2;1;2;2;2;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;7;5;1;1;6;1;2;2;1;2;1;2;1;2;1;6;6;6;6;6;6;6;3;3;6;1;2;2;2;2;1;2;2;2;1;2;2;2;22.6207;15MAY2024
